131002241224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0417757,0.00285872_7.40252e-05,,,0.00538436_0.126339_0.167553_0.288649,0.765739,0.618516_0.41117_0.740475_0.696371_0.658951_0.722618,1,1,0.671768,0.574935_0.0181095,0.00489763,0.06142_0.0481051,,0.00598154,0.00318817,0.00598154,,,,0.00598154,0.00902011,0.0668595_0.188243_0.0884873,0.00227448,,0.00449308,0.00538436_0.00144756_0.122005,0.00161853_0.000706744,,0.00130459_6.1288e-08,0.00259183,,0.00489763_0.00144756,,,0.0734649,0.227926_0.042046_1.85438e-10,0.00153068,0.00673225_0.00176147,,0.500616_0.557391,,0.0331591_0.0529618_0.350059_0.127993,,0.0734649_6.1288e-08,0.204551_0.193396_0.118473_6.49861e-06_0.000215459,,0.00598154,0.06142,,,0.00489763,0.00598154,,,0.0238275,0.00489763,,0.00489763,,0.31614_0.126339_5.45154e-08_0.152096,,0.00145198,0.907914,1.0_0.999982,,,1.0_0.999987,,0.831528,1.68666e-06_2.41635e-05,0.00489763,0.00318817_0.000771955_1.85438e-10,0.00489763_0.000706744_2.04438e-10,0.00598154_0.0914677_0.107428_0.0713849,0.00673225_4.95954e-05,0.00385878_0.000651827_2.94752e-10,,,0.517293,0.00673225_0.000257567,0.00237112,,0.00247649_0.000257567,1.55465e-09_2.61045e-05_0.118473,0.00489763,0.00101192_0.000706744,,0.645546,,,0.00673225,0.00598154,0.00489763,0.00134816_0.00123004_0.0131328,0.00598154,0.00385878,0.0417757,0.00385878_0.000651827_0.00676744,0.00157337
0.281546_1.46685e-05,,,0.0622657,0.00538436_0.180954,,,1,,0.792487,0.00902011_0.126339,0.00195642_0.0495998_0.149862,0.00489763_0.00802515,0.00318817,,0.00385878_0.000706744_2.94752e-10,0.0077056_0.00144756,0.00489763_0.00176147,,,0.00489763,,,0.00171723,0.00902011_0.000706744_2.04438e-10,,,0.000491635,0.00104921,0.00538436,0.00237112_0.00144756,,0.00538436_0.00144756,0.00538436_0.00176147,0.00131681_0.000604932_2.04438e-10,0.00538436,0.0412376_0.0308017,0.00538436_0.00144756,0.00902011,,0.36606,0.321774_0.434859_0.288178,,0.00673225_0.125165,,0.00489763,0.0077056_0.000651827_1.85438e-10,0.000282708,0.00090012,0.0454088,0.00673225_0.000303066,0.00301432_0.110451,,0.00360538,0.00538436,,0.00489763,0.00598154,0.00489763_0.000706744,0.573265,,0.00301432,0.00271863_0.0568543_0.350059,0.934218_1.0,,,1,1,0.989814,0.645194,0.00598154,,,0.00090012,0.00489763_0.0568543,,0.00598154_0.000850687_8.37038e-11,0.00673225_0.00144756,0.06142,0.674641_0.171226_0.370939,0.519338_2.04126e-06,,0.00210332_0.000385028_2.94752e-10,0.00285872_0.000177867,0.00598154,,0.0077056_0.000198276,,,,,0.00538436,0.00489763_0.00031419,0.000646213,,0.00489763,,0.00489763,0.00489763_0.000706744_5.54609e-11,0.00489763
0.00902011_0.0529618,0.00115583,,0.00538436_0.000771955,0.0529618,0.574935,0.884437_0.395562,0.906464_1.0,,,,0.00247649,0.0629933,,,0.00171723_0.000771955_1.0076e-10,,0.00538436,0.00598154_0.00176147,0.00902011_0.0495998,,0.0668595,0.00598154,,0.00157337,,0.018673_5.45154e-08,0.00138106_0.000385028,0.00338373_0.000706744,,0.00171723,,0.00673225,0.00489763,0.20825,,0.00538436_0.000706744_1.85438e-10,0.00673225,0.00598154_0.323553,0.0077056,0.391224_0.578889_0.917367,0.0077056,0.281546_0.153639,0.0668595,,0.00598154_0.0529618,,,,0.00902011_0.0529618_0.0812027,0.00161853_0.000706744,,,0.00902011,0.00538436,,0.06142_5.45154e-08,0.00271863_0.000771955_1.56329e-10,,0.217501,0.0417757,,,,,,1,,1,,0.00489763,,,,0.00538436_0.000604932_2.04438e-10_0.148942_4.46731e-08,0.00247649,0.00489763,0.00489763,0.00902011_0.00176147,0.417379_0.284898_0.350059,,0.00489763,0.00318817_0.000651827,0.00385878_0.00123004_2.04438e-10_0.130229,0.00538436,0.000872613_0.000850687_1.85438e-10,0.00598154_0.000150117,,0.906464,0.765739,0.831528_0.0277099,,,,,0.00538436_0.000497894_8.74051e-11,0.00171723,0.00318817_0.00144756,0.00598154_0.000564412_8.37038e-11,0.00538436_0.000423342
0.00598154,0.00538436,0.0347441,0.00318817,0.00896653_0.135547_0.23021_0.391515,,,1,,0.576146,0.00673225_0.000445549,0.00598154_0.000706744,,,0.00259183_0.00144756,0.00489763_0.00176147,0.00489763_0.000529042,,0.00449308_0.000564412_0.142005,,0.00489763,0.00449308_0.106322,0.00415136,0.088671_2.41635e-05_0.118473,0.00902011,,0.0209245_3.07272e-08_0.0889258,0.00538436_0.000706744,,0.00598154_0.00144756,0.00598154_0.000497894,0.00227448,0.00538436,0.00538436,,0.00538436_0.0307827_0.0350144,0.00259183_5.19432e-05,0.00247649,0.374533_2.25045e-05,0.437579,,0.614675_0.386765_0.521507_0.498723_0.1877,,0.109636,0.0674261_1.87062e-05_0.118473,0.674641,0.00489763_0.00144756_1.56329e-10,,0.0077056,0.00202717_0.00176147,,0.06142_0.135547_0.0394636,0.00598154,,0.765351,0.00318817,0.0668595,0.00673225,0.00227448_0.000274005,,0.445925_0.0816808,,0.0816808,0.706999_0.711156_1.0,1.0_0.999948_0.943821,1,1.0_0.999978,1,0.951339,,,0.00538436,0.00538436_0.000706744_8.37038e-11,0.00489763,0.00449308,0.00673225,0.00161853_0.000265529,,0.06142_0.316125,,,0.00538436_0.000771955_4.98437e-11,,0.00538436_0.000706744,0.00598154,0.00115583_0.000706744_1.85438e-10,0.0018905,0.000668799_0.000423342_2.27739e-10,0.353363_0.348178,0.631762,,,0.00598154,0.00449308_0.000564412_2.04438e-10_0.122525,,0.00598154_7.25979e-05,0.00902011_0.000250072,0.00598154,0.00415136,0.00538436_0.000706744_1.85438e-10
,,0.00673225,0.00598154_0.000564412,0.572473,0.712461_0.227734,,1,,0.544381_0.462042,0.437579_0.0466639,,,0.0077056_0.000651827,,,,,,,0.0195468_3.90009e-05,0.00538436_0.000706744_2.56981e-10,0.0495998_0.149862,0.00902011,0.000872613_0.000706744_1.56329e-10,,0.00285872,,,0.00902011,,0.0077056,,0.00115583_0.00144756,0.00237112_0.00107021_0.122005_0.118817,0.183692,0.00489763,0.00673225_0.106322,,0.391224_5.27129e-05,0.353254,,0.109572_0.21651,0.06142,,0.251978_5.27129e-05,,,0.06142,,,,,0.00538436_0.00176147_1.69652e-10,0.00153068_0.00176147,,0.00271863,0.00489763_0.000706744_1.03945e-11,0.00489763,0.0975091_0.124016,0.253322_0.0659559,,,0.897542,1.0_0.999973,,1,1,1.0_0.891715,0.756916_0.0922216,,0.00902011,0.000977211_0.000564412_1.69652e-10,0.00285872,,0.00598154,,,0.193207,0.439903_0.203095_0.44522_0.346316,0.00902011_0.000423342,0.00131681_0.00176147,,0.00318817,0.00598154_0.000604932,,0.00598154_0.00144756,0.00449308_0.000706744,,0.446379,,0.00489763_0.0529618,0.00385878,0.00360538_0.000142707,0.00673225,0.00385878_0.000651827_2.94752e-10_0.0362578,0.00538436,0.00489763_0.00144756,0.00489763,
0.00301432,0.00489763,0.00011121,0.00598154,,0.777193,0.867108,1,1.0_0.999973,0.892214_0.317316,,,0.06142_5.45154e-08_0.0969946,0.00598154_0.000771955,0.00489763,0.00195642_0.00144756,0.00598154,,0.00449308_0.000423342,0.0367892,0.00054256,0.00673225,0.00538436_0.000497894,0.00285872,0.00449308,0.00285872_0.000771955_1.06161e-10,0.06142,,0.00673225,,0.00489763_0.000771955,0.00598154_0.000706744,0.00117985,,,0.00489763,0.06142,0.00385878_0.000651827,0.00902011_0.000706744,0.115588_0.0568543_0.219964,0.469543_0.172936_0.707627,,0.0734649,0.129747,0.281546,0.331268,0.000291616_3.1908e-13_0.106667,0.00195642_0.000385028,0.00538436_0.110662,0.00598154_0.000423342,0.00598154_0.000706744,0.000279981_0.00144756_1.85438e-10,,0.00598154_0.00176147_7.71647e-11,0.00449308,0.00385878_0.000445549,,,0.0077056_0.00176147,0.00538436_0.294711,,,0.000693034,1,1.0_0.99999,1,,1.0_0.999985,0.981866_0.643099,0.0440759,,0.00538436_0.00144756_1.56329e-10_0.0903886,,0.765375_2.46776e-05,0.00598154_0.06142,0.00489763_0.00144756,,,0.00538436,,0.546674,0.000238588,0.00598154_0.000497894,0.0120511_2.41635e-05_0.0627775,0.00538436_0.000850687,,,0.161471,0.631762,0.674641,0.0456716,0.00902011_0.0448705,,0.00538436_0.000368385,0.00598154,0.00449308_0.000529042_6.05772e-11,0.00598154,0.00157337_0.000706744_2.94752e-10,0.0668595,
0.00598154,0.765277,0.00101192_0.000651827,0.00489763,0.495455,0.631762,0.966425,1,,0.917305_0.420829,0.0734649_5.45154e-08,0.0816808_6.1288e-08,0.00106891_0.021782,0.00385878_0.000706744_2.27739e-10,0.00538436,,0.00237112_0.000368385_1.26477e-10,0.00489763,0.00673225,,,0.0361816,0.106322_0.149862_0.118473_8.7169e-06_0.000334358,0.00598154_0.000353137,0.00489763_0.000706744,0.00538436_0.000706744,0.00598154_0.00032617,0.00161853,,,0.00489763_0.000706744,,,,0.00202717_0.0346517,0.181433_0.212182,,,,,0.917305,0.437579,0.0568543,0.0668595,0.0319095_0.0433509,0.00598154_0.215634,0.0204299_3.51057e-08,,0.00318817,0.00538436_0.000706744,0.00902011,0.00161853_0.000850687,0.00598154,0.00385878_0.000127984,,0.00598154,0.0319674_6.1288e-08,0.00108938_0.000470251,0.00598154,,0.392018,0.00538436,,,,1,1.0_0.999983,1,0.907914,0.00489763,0.00598154_0.000339112,0.00598154_0.000706744,0.00538436_0.000604932_1.56329e-10_0.0769156,,0.00489763_0.0474093,0.00598154,0.00113279_0.000771955,0.00489763,0.00598154_0.0568543,0.06142,0.395374_3.11936e-05,0.00673225,0.00538436_0.000771955_4.32648e-11,0.00301432,0.00538436,,,,0.122283_0.317316,0.466882,,0.00318817,0.00449308,,0.00598154,,0.00489763,,0.0568247,
,0.00538436,,0.00538436,,,0.590633_0.376317,1,1.0_0.891715_0.924958_0.867286,,0.0734649_6.1288e-08,,0.0559529_0.0159556_6.1288e-08,0.00153068,,0.00598154,,0.00489763,0.00489763,,0.00247649_0.000564412_1.56329e-10,0.00673225,0.0668595_6.1288e-08_0.126165,0.00598154_0.000445549,0.00538436,,0.0717786_2.25045e-05_0.118473,0.0204299_4.46448e-08_0.0762326_3.76542e-06_0.000129655_0.00140751,0.00489763,0.00161853,,0.00489763,0.00538436_0.000385028_1.0076e-10,0.00538436_0.000706744_1.56329e-10,,0.0922216,0.0077056_0.0529618_4.46448e-08_0.0426654_4.55013e-06,,,0.340548,0.714225,0.669961_0.251438,0.193207,,0.796754_0.12808_0.105343,,0.00104921_0.000265529_1.56329e-10_0.122525_2.44148e-08,0.00538436_0.000706744_2.94752e-10,0.00673225_0.0172036,,,,0.0417757,0.00538436_0.000706744,0.00161853,0.00598154,0.00489763,,0.00902011,0.439715,0.0668595,,,1.0_0.891715,1,1.0_0.999971,1,1.0_0.999992,1,0.84374_0.0998834,0.00271863,0.00149028,0.00538436,,0.00489763_0.00144756,0.0905977_2.25045e-05,,0.0012869,0.00598154,0.574935,,0.00237112,,0.00318817_0.000771955,,,0.00227448_0.000706744_2.94752e-10_0.122525,,0.574935,,0.566113_0.21651,0.00489763,0.00673225_0.000651827,0.00538436,0.00271863,0.00489763_0.000706744_1.69652e-10,0.00538436,,0.00237112_0.00144756,0.00489763_0.000529042
0.00538436,,0.00489763,0.06142,0.374533,0.765739,,,1,,0.321774,0.00489763_0.000564412_2.27739e-10,0.227926_3.11936e-05,,0.00489763,0.00259183,0.00202717_0.000564412_1.69652e-10,0.00489763_0.000103605,,,0.00489763,0.00598154,0.249941_2.84089e-05_0.0681523,,,0.00104921_0.000651827,0.00538436,,,0.00318817_0.00144756_3.04966e-11,0.00598154_0.000339112,,0.00385878_0.000651827_2.04438e-10,0.00318817_0.00144756,0.00271863_0.0466639_5.45154e-08_0.270161,,0.00538436,0.00271863_0.00176147_2.04438e-10,0.0332525_6.1288e-08,,0.475285_0.0864422,0.631762_5.27129e-05,,0.120546,,0.249941_0.0495998,0.00489763_0.000706744_2.27739e-10_0.109553,,0.00285872,0.122283_4.47525e-05,0.00538436,,,0.00538436_0.00176147_1.85438e-10_0.261066,0.00489763,,0.00538436,0.00598154_0.000706744,0.0077056_0.0495998_5.45154e-08_0.0961269,0.0668595,0.00673225_0.106322_2.23579e-08_0.0484948,0.00598154_0.000947682_1.26477e-10,,0.932744_1.0,,,,1,0.818185,,,,0.00538436_0.000706744,0.00489763,,0.00489763,0.00318817,0.00598154_0.000368385,0.0668595_0.316125,0.517293,0.668038_0.294839_6.1288e-08,,,0.00271863,0.00598154_0.000771955_1.69652e-10,0.00673225_0.000651827,,0.0734649,,0.736286_0.374132_0.219293,0.281546_0.0501453_0.135547,0.00598154,0.000239572,0.00237112_0.000604932,0.00598154_0.000850687_8.74051e-11,,0.00598154,0.00489763,,
,0.00271863,0.0077056_0.000651827_9.14471e-11,,,0.631762_0.509132,0.989814_0.619036,,1.0_0.99998,0.639941_0.246156,,0.00598154_0.0135242,,0.00598154,,0.00141562,0.00285872,,0.00598154_0.0568543_5.45154e-08,0.249941_1.98137e-05,0.06142_0.189969,0.00538436,0.00538436_0.06213,,0.00318817,,0.00598154_0.000604932_0.0564512,,0.00538436,0.00318817_0.00144756,0.00538436,0.00538436,0.00598154_0.00144756,,0.00673225,0.321774_0.0501453_5.45154e-08,0.00902011_0.00144756,,,,0.659081,0.0077056,0.0495998_6.1288e-08_0.0736844_2.0589e-08,0.00489763_0.06142,0.946168,,,0.00338373_0.000564412_2.27739e-10,0.00598154,0.0016664,0.00489763,,,0.00247649,0.00318817_4.72893e-10,0.000487479_9.46108e-05,0.0430507,0.00285872_4.95954e-05,0.105515,0.574935,,,0.0734649_0.350059,0.989814_1.0_0.993625,1.0_0.999994,1,1.0_0.999986,,,0.56938,0.00489763,,,,,0.06142_3.07272e-08,0.00247649,0.00673225_0.000706744_1.69652e-10,0.000625115,0.469598,0.391224_3.79821e-06,0.00538436_0.00176147,,0.00489763,0.00538436_0.000651827_2.94752e-10_0.2088,,,,,0.437579,0.463272_2.84089e-05_0.0394986,,0.00489763,,0.000547722_0.000771955_1.26477e-10,0.00489763_0.000142707,0.00902011,0.00673225,,
0.465701,0.00538436,,,0.00449308_0.00176147_0.436362,,0.637098,1.0_0.999948_0.936147_1.0,0.636966,,0.00125834,0.147803,,,0.000810736_0.000651827,0.00360538,0.00385878_0.00176147,0.00489763,0.00385878_0.0568543_6.1288e-08_0.106667,0.00285872_0.000651827_1.85438e-10_0.261066,0.00415136,0.00538436,0.00598154,0.00538436_0.000385028_1.06161e-10,0.00489763_0.000771955,0.000859487_0.000497894,0.00538436,,0.00285872_0.000651827,0.00153068_0.000250072_7.71647e-11,0.00301432,0.00385878_0.00176147,0.00598154,0.00449308,0.249941,,0.164394_0.0440759,0.00489763_0.000771955_0.0383835_0.0403782,0.0668595,,0.517293_0.21651_0.613731,0.437579_0.131945,0.0905977,,,,0.0077056,,0.00673225,0.00538436,0.00489763,0.00318817_0.000706744_2.94752e-10,,0.00285872,0.00489763_0.000423342_4.52566e-11,0.00338373,0.00598154_0.000250072_1.58913e-11,0.00673225,0.06142,,,0.0077056_0.000706744,0.06142,0.907914,,1,,1,1.0_0.999948,0.00195642_0.00010878,0.00489763_0.00107021,0.00538436_0.000651827_6.2498e-11_0.0413672,,,0.00538436,0.0077056_0.000250072,0.00538436,0.00598154,0.352351,0.574935,0.106322_0.350059,0.00538436_4.84996e-05,0.00489763_0.000651827,0.00489763,0.000340874,0.0016664_0.000445549_2.94752e-10,0.00449308_0.000651827_2.04438e-10_0.2088_2.68919e-08_6.20771e-14,0.00338373,0.391224,,,0.0748856,0.00598154_0.00176147_0.122005,0.00489763,0.0077056_0.000850687,0.00449308_0.000564412_1.22923e-11,0.00538436,0.00538436_0.000706744_2.04438e-10,0.06142,0.00902011_0.00176147_5.25031e-11
,0.00195642,0.00538436,0.00598154_0.000706744,0.00489763,0.445751,0.953923,,1,0.56938,,0.0017713_0.00176147,0.0268407_0.149862,,0.00538436,0.00285872,,0.00598154_0.000850687_5.70679e-11,0.00598154,0.0734649,,0.106322,,0.0843356,0.00210332_0.000706744_2.04438e-10_0.0180601,0.281485,0.00598154_0.00144756_1.56329e-10,,0.00141562_0.000353137_1.56329e-10,0.00489763,0.00489763_0.000706744_2.94752e-10_0.148942,,,,0.109572,,,0.0734649_6.1288e-08_0.177195,,,0.837193_0.455952,0.249941,0.0629933_0.0734649_0.350059,0.170514,0.0734649,0.00538436_0.000564412,,0.00598154,,0.0319674,0.00489763,,,,0.00040252,0.00237112,,,,0.0576777_0.12808,0.00415136_0.143409,0.00598154_0.00144756,,,1.0_0.999975_0.940237,,,,,0.818338_2.10689e-05,0.00449308_0.000368385_9.14471e-11,0.00237112_0.0529618,0.00360538,0.00489763_0.000771955,,0.0816808_6.1288e-08_0.133204_0.0568901,,0.00489763_0.000265529,0.00108938,0.517293_0.376317,0.0816808,0.00598154_0.000706744,0.00141562_0.00144756,0.00415136,0.00489763,0.00598154,0.00259183_0.000706744,0.00489763_0.000706744,0.733336,0.657938_0.320157,0.374533,0.00489763,0.00489763,0.00673225_0.000706744,0.00598154_0.000706744_2.94752e-10_0.130229,0.00598154,0.0361816,0.00538436,0.00489763,0.00598154_0.00176147_1.85438e-10_0.0903886
0.0378619,0.00157337_0.000133902,0.00598154,0.00385878_0.00144756_1.69652e-10,,0.574935,,1.0_0.999985,0.806295,,,0.00108938,0.00598154,0.00149028_0.000274005,,,,0.00598154_0.000283046,,0.374533,0.00673225,0.00538436,0.0219926_0.168726,,,,,,,0.00247649_0.00032617,0.00171723,,0.00237112,0.00301432,0.00673225,,0.000872613,,0.238673_2.10689e-05_0.106667,0.321774,0.491988,,,0.00538436,,0.00259183,0.00449308_0.000651827,0.00161853,0.0816808_6.1288e-08,0.00489763_0.0914677_0.0528125,0.00598154_0.00176147_2.27739e-10_0.104041,0.00489763,0.00271863,0.00598154,0.00673225,,,0.00598154,0.0440759,,0.332832_1.98137e-05,0.00285872,0.712461,,1.0_0.999968_0.9754,1,1,1,1.0_0.999985_0.911282,0.56938,,,0.00360538,0.00338373,0.00108938_0.000706744,,0.00673225,0.000977211_0.00018957_2.94752e-10_0.138962,0.00538436_0.00176147,,0.0816808_0.0140314,,,,0.00489763_0.000283046,0.00237112_0.000651827,0.00538436_0.000651827,0.00301432_0.000651827_0.122005,0.0937652_0.0673187,,,,0.00598154,0.00247649_0.000604932_1.0076e-10,0.00259183,0.00598154_0.000706744,0.00538436_0.00144756_2.94752e-10,0.00157337_0.00176147_0.122005_0.0342416,0.00902011_0.000706744,0.0495998
0.469543,0.000693034_0.00144756_2.04438e-10,0.00598154_0.0495998,0.0182817,0.0668595,0.575728_0.0568684_0.657234,0.843964_0.719946,,1.0_0.999938_0.663005,0.917305,,0.0725457,0.00449308,0.00449308,0.00538436_0.000651827,,0.00145198,0.00489763_0.000706744,0.00538436,0.207964_3.11936e-05,0.00902011_0.000133902,,0.00489763,0.00489763_0.000651827_7.15696e-11,,0.00489763_0.00144756,0.0378619_1.82205e-08_0.0192184,0.00271863_0.000651827,0.00195642,0.00538436_0.000423342,0.00489763,0.0124,0.00489763,0.00449308,,0.321774_0.0501453_0.212858,0.0268407,,0.06142_6.1288e-08_0.072919_0.0817161_0.0741723,0.517293_0.21651,,,0.00338373_0.143409_3.77982e-08,0.00489763,0.321774,0.00598154,,0.00237112,,0.249941_2.41635e-05,0.00301432_0.0220149,,0.67243,,0.00489763,0.00259183_0.0397167,,0.00318817,0.00385878_0.000403266,0.471248,0.00902011,0.00673225_0.000651827,,0.988096_0.873124,1.0_0.999975_0.964664_1.0,1.0_0.999971,1,1.0_0.999973_0.960281,0.906464,0.874732_0.06142,0.00271863_0.00144756,0.00598154_0.000771955_2.56981e-10_0.160458,0.000701511,0.00338373_0.000706744,0.00271863,,,0.00195642,0.00673225_0.195489,0.437579,0.281546,,0.00104921_0.000706744_2.94752e-10_0.232047_8.51069e-08,0.0018905_0.000250072,0.00598154,0.00598154,0.00596038,,0.196505,0.736286,0.00449308,,0.0428128_2.61045e-05_0.106667_4.55013e-06_2.98758e-05,,0.769303,0.00247649_0.000385028,,,0.00318817_0.00107021,0.0396779_2.25045e-05_0.0826686
0.00673225_0.126339_5.45154e-08_0.0762326,0.00449308_0.000604932_7.71647e-11,0.00195642,0.00285872,0.00338373,,0.892214,,1.0_0.999938_0.678399_0.52325,,,0.00318817,,0.00598154,0.0077056_0.000651827_5.54609e-11,0.00237112_0.000265529,0.00598154,0.00161853_0.000771955,,0.160258_2.61045e-05,0.00598154,0.00673225,0.116675,,0.00237112_0.000385028,,0.00538436,0.00538436_0.000604932,0.00598154,0.00598154,,0.00237112_0.000706744,0.00415136,0.00538436_0.00144756_2.04438e-10,0.00902011_0.143409,0.06142,,0.0734649,0.00538436,0.0077056,0.666282_0.317316_0.320057,,0.00538436_0.105515,0.00673225,0.272534_0.338128,,,,0.0077056,0.000960744,,,0.00489763_0.000250072,0.000618387_0.000181603,0.00237112,0.00449308,0.00538436_0.000706744,,,0.196505_0.0454299_0.223329_0.270161,0.433462,0.00538436_0.000706744,,1,1.0_0.999948,1,1.0_0.999992,,,0.697894_4.47525e-05,0.00111066_0.000706744_2.04438e-10,0.00538436_0.00176147,,0.00538436,0.00598154_0.0700214,0.00902011,,0.00489763,,0.422816_0.187189,0.00106891,0.00195642_0.000850687,0.00338373_0.00176147,0.00120489_0.000651827,0.00598154_0.00144756_2.04438e-10,,0.0077056,0.00153068_0.0568543,,,0.463864_0.0680973_0.0263347,0.00598154,0.0319674_6.1288e-08_0.0561635,0.00598154,0.00271863_0.000127984,0.0017713,0.0077056,0.00489763,,
,,0.00538436_0.00176147_0.0221595,,,0.736286,0.697894_0.21651,0.994034,0.884437_0.638307,0.793362_0.414041,,,,,,0.00902011_0.000771955_1.85438e-10_0.086598,0.000799407_0.000283046_1.44936e-10_0.232047_1.90827e-08,0.00538436,0.0077056,,0.0156723,0.00598154,0.437579,0.0016664_0.241093_6.1288e-08_0.0313495,,0.00538436,,0.00673225,0.00673225_0.000423342,0.00902011,0.00138106_0.0346517,0.00153068,,,0.0668595,0.549037_2.25045e-05,0.00902011,0.00598154,0.0734649_0.167553_0.0187943,0.236345_0.0454299,0.361231_0.480742,0.00673225_0.441824,0.495455,0.00598154,,0.0668595,0.00385878,,0.0017713_0.000771955_2.94752e-10,0.00259183,0.06142_6.1288e-08_0.270161,,0.00902011_0.000651827_1.69652e-10,0.00598154,0.00259183,0.00091454,,0.00538436_0.00176147,0.0231812,0.517293,0.00247649,,0.892214,,1,1,1.0_0.999975,1.0_0.999996,0.897542_0.881364,0.321774,0.00489763_0.00144756,0.00598154,0.00449308,,0.00538436_0.000651827,0.0378619_0.135547_0.152096,0.00449308,0.00489763,,0.545503,0.295423_0.187189_5.45154e-08_0.0820929_8.7169e-06,0.00489763,0.00598154,0.00489763,0.00338373,,0.00598154_0.000497894,0.0668595_0.188243,0.729486,0.514009,,0.00673225,,0.00673225_0.00144756_1.69652e-10,0.00598154,0.00598154,0.00104921,0.00538436,0.00598154,0.00449308_0.000771955_1.44936e-10_0.0215823
0.00538436,,0.00449308,0.0107704_4.90894e-08_0.133204,,0.631762,0.917305_0.76219,0.898803_1.0_0.994255,1.0_0.672145,0.765739_0.447266,0.0668595,,0.00247649,0.00902011,0.00103022,0.00598154_0.000850687,0.000693034,,,0.00271863,0.00673225_0.000771955,0.00673225_0.000706744_2.27739e-10_0.232047,0.249941_2.84089e-05,0.0629933_0.0440759_6.1288e-08,0.00489763_0.000771955,0.0668595_5.45154e-08_0.0426654,0.00489763,0.00259183,0.00538436,0.00285872_0.000706744_3.04966e-11,0.00247649,0.00210332,,0.00227448_0.000604932_1.35082e-10,0.00195642,0.446379,0.00449308,,0.00598154,,0.391224,,,,,,0.00673225_0.000771955,0.00346223_7.02885e-13_0.0410211,0.00489763_0.000604932_1.69652e-10_0.109553,0.06142,0.00902011,,0.00538436,0.00195642_0.000771955,,0.00489763,0.00489763,0.00115583_0.000651827,0.000415359_3.11936e-05,,0.281546_0.0922216,,0.017548_6.1288e-08_0.420387,0.906464,1,1,,1,,,0.0018905_0.000771955,0.00598154,,0.00489763_0.000651827,0.00598154,,0.0077056_0.000706744_2.04438e-10,0.00673225_0.00144756_1.85438e-10,,0.517293,,,0.000226508_4.32472e-05_1.44936e-10,,,0.00673225_0.000706744,0.00195642,,0.645546,0.674641_0.0864422,0.281546_0.337947_0.167553_0.288821_0.160685_0.0115691,0.00538436_0.000706744,0.00489763_0.000706744,0.00449308_8.97454e-05,,0.00538436,,,,0.00538436
0.00902011_0.000283046,0.00538436,,0.00598154,,0.321774_0.0659559,0.992075,0.916334_1.0,,0.950848,0.321774,0.00538436_0.000250072,,,0.000396992_0.000706744_1.85438e-10,0.00902011,,0.00538436_0.00031419,0.0525391,0.00598154_0.0466639,,0.0077056,0.321774,0.0668595,0.00489763,0.00489763_0.06142,,0.00598154,,0.00271863_0.000706744_2.27739e-10_0.122525_2.99058e-08_6.89099e-14,,0.00598154_0.000706744_0.0652173_0.0969946,0.00598154_0.000706744,,0.00024987_0.000292711_2.04438e-10,0.321918,0.0836836_3.1088e-05,0.00489763_0.000706744,0.00149028_0.106322,0.495455,0.574935,0.281546,0.00489763_0.071368,,,0.00301432,,0.00538436,0.00171723_0.000706744,0.00157337,0.00338373_0.00123004_2.94752e-10,0.000235687_0.00176147_0.122005,0.00538436,,0.00598154_0.000529042,,0.0018905,0.00153068,0.00489763_0.00176147_2.27739e-10,0.00489763,0.360945_0.093876,0.00271863_0.000771955_2.94752e-10,,0.884437,1,1,1,1.0_0.999973_0.940237_1.0,0.938564,0.00673225,0.00489763_0.000564412,0.000349092_0.000651827,,0.00301432_0.000212959,0.000405343,0.00318817_5.73793e-05,,0.00449308,,0.469543_0.0501453_0.774646,0.000872613,,,0.0077056_0.000604932,,0.00489763,0.00489763,0.0016664_0.000771955,0.06142,,,0.00489763,0.00489763,0.00360538_0.000651827,0.00598154,0.00538436_0.000604932,,0.00598154_0.000706744_1.85438e-10,,0.00318817_0.000604932
