131002241224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.391224,,0.00489763_0.000445549,0.00598154,0.0668595,0.697894,,1,,0.607305,,,,0.00673225,0.00489763_0.000771955,0.00489763,0.00598154_0.000706744,0.00247649_0.000706744,,0.00598154,0.00301432,0.0734649,0.00902011,0.00318817,,0.00285872,0.00489763,0.00489763,0.00538436_7.91707e-05,,0.00598154,0.00108938,,0.00673225_0.000353137,0.265942,,0.00673225,0.00598154,0.0568543_0.111099_0.339002,0.517293_5.27129e-05,0.645546,0.765739,0.00538436_0.192343,0.0668595_6.99789e-08,,0.00538436_0.220614_5.17717e-09,0.00489763,0.00422903_8.26384e-13,,0.00385878_0.000771955_1.0076e-10,0.00538436_0.00176147,,,0.00489763,,0.00161853_0.000706744_2.04438e-10,,0.00673225,0.00538436_0.000706744,,0.0668595_0.167553_0.356724,0.00318817,0.00673225_0.126339_0.167553,0.897542,1.0_0.999968,1,1,1,,,,0.0012869_0.000564412,0.00259183,0.00149028_0.000706744_2.04438e-10_0.160458,0.00489763_0.000706744_2.56981e-10_0.0452776_0.0580927,0.00489763,0.00598154_0.000651827,0.00489763_0.000564412_2.04438e-10_0.2088_3.84127e-08,,,0.391224_1.40689e-05,0.000684761,,0.00673225,0.00237112_2.97992e-07,0.00259183,0.00247649_0.000706744_2.27739e-10,,0.353363,,0.517293_0.0922216_3.51057e-08,0.0417757_0.135547,0.00673225_0.000706744,0.00598154_0.000947682_6.90646e-11,0.00161853,,0.00318817_0.00176147,0.0077056_0.000706744,0.00598154_0.000706744_1.0076e-10,0.00598154_0.0529618
0.00673225,0.00285872,0.00449308,0.0204299,0.00489763,0.674641_0.22233_0.219293,,0.99756_1.0,0.897542_0.572484,,0.736286_0.131945,0.00360538,0.0993001_3.11936e-05,0.00538436_0.000385028,0.00598154,,0.00271863_0.00176147,0.00318817,0.00538436,0.00538436_0.000850687,,0.00247649,,0.06142_2.7319e-08,0.00902011_0.00144756_6.67282e-11,,0.06142,,0.00271863,0.00318817_0.000368385_9.14471e-11,0.00598154,,0.00673225_0.00176147_1.85438e-10,0.00598154,0.00489763_0.000604932_2.04438e-10_0.2088,0.123902_0.11597,,0.00538436_0.000651827,0.0440759,0.495455_0.30514,0.84374_0.449334,,0.148171,0.171418,0.122283,0.242318_0.0568543_1.82205e-08,0.00598154,0.00247649_0.000706744_2.27739e-10_0.0226507,0.0816808_0.149862,,,,0.06142,0.00598154_0.000771955_8.74051e-11,,0.00247649_0.000947682,0.06142_5.45154e-08_0.0367687,0.00145198_0.00176147,0.00301432,0.0840606_0.124016,,0.00195642,,,1,1,1.0_0.999973,,,0.725864_0.0790461,0.00538436,0.00360538,0.00385878,0.000929435_0.000771955,0.00538436_0.000850687,0.00538436,,,,0.446379,0.517293,,0.00247649,,0.00902011,,0.00385878_0.00107021_2.04438e-10,0.227926,0.731476_0.569885,0.446379_0.320157,,,0.00673225_0.00144756,0.00449308,0.00115583_0.00678686,0.00598154,0.00538436_0.00144756_0.0468129,0.00598154,,0.00104921
0.00285872,0.00489763,,,0.00489763_0.358436,0.587972_0.113955_0.44522,,0.867323_1.0,,0.697894,0.714843,0.00598154_0.0199591,0.00227448,0.00902011,0.00106891,0.00210332,0.00489763_0.000706744_1.69652e-10,,0.00538436_0.0346517,0.249941,0.224504_2.84089e-05,0.00489763_0.00176147,,0.0354951_2.10689e-05_0.00810696,0.00489763,,0.0403796,0.00115583_0.000706744,,0.00489763,0.00598154_0.000706744,0.00301432,0.0816808_2.7319e-08,0.00449308_0.000651827_2.04438e-10,0.06142,0.281546_0.0454299,0.123902_1.98137e-05_0.0627775_3.21892e-06,0.0734649_0.147436,0.281546,0.0346517_0.300892,0.736286_0.569757,0.671681_0.152349,0.167914_0.103896_2.56981e-10,0.06142,0.0421557_0.231678,0.00598154,0.00489763,0.00598154,0.00673225,0.06142_6.1288e-08,0.0017713,,,0.0077056,0.00598154_0.000850687,0.00598154,,0.0017713,,0.115588_1.60443e-05_0.0105855,,0.00360538_0.000706744,,0.742454,,1.0_0.999948,,1,1,0.697894,0.00673225,0.00271863_0.0568543,0.00489763,,,0.122283_6.80368e-06,0.000258772,0.00489763_0.000706744,0.481186_0.329771,,0.0668595_5.45154e-08,0.00489763,0.00449308_0.00176147,,0.00489763,0.00106891_0.000651827,0.00318817_0.00176147,,0.211215,0.645194_0.294839,,0.00161853,0.00489763,,0.00385878,0.00598154,,0.0568543_3.07272e-08_0.0561635_0.0841092,,0.00902011_0.000771955_0.0532996
0.281999,0.00538436,0.00489763,,0.00113279_0.319584,,0.992075,,1.0_0.999924_0.925933,0.831528_0.12808,0.668038_5.27129e-05_0.116305_0.0134558,0.00902011,0.06142_4.46448e-08,0.00538436_0.000706744,0.00489763_0.000651827,0.000872613_0.000651827,,0.00598154_0.00144756,0.0668595,0.0849331_0.09287_0.0372315,0.06142_6.1288e-08,0.00598154,,0.00902011_0.000124323_1.68499e-11,,0.00237112,0.0701549_0.0659559,0.00538436_0.000100038,0.00673225_0.00144756_1.85438e-10,0.00538436_5.01621e-05,0.00247649_0.00144756_2.04438e-10,,0.0629933_2.61045e-05,0.00902011_0.000339112,0.00489763,0.0668595,0.06142_6.1288e-08_0.152096,0.00271863_0.000564412_1.56329e-10,,0.0387978_0.0529618_0.220901,,0.437579,0.00489763_0.134454,0.00489763_0.0106438,,,0.00489763_0.00176147_1.62884e-11,0.00538436,0.00538436_0.0307827,0.00489763_0.000706744_2.04438e-10,0.00538436_0.000706744_2.27739e-10,0.00157337_0.100345,0.0693646_0.0264301_2.04438e-10_0.138962_1.5625e-08,0.00538436_0.00144756_2.27739e-10,0.00247649,0.00489763_0.0495998_0.0347057,0.00449308,0.00259183,0.00415136_0.000706744,0.106322_0.392077,0.0734649,0.00449308,0.00489763_0.143409,1,1,1.0_0.999982_0.931432_1.0_0.99976,,1,1.0_0.999948_0.856483,,0.00318817,0.00227448,0.00538436,0.0018905_0.000771955,0.00538436,0.00489763,,0.00489763,,0.645546_0.113955,,0.00449308,0.00538436_0.000604932,0.000834393_0.000706744_1.85438e-10_0.0831115_2.31279e-09,0.00237112,0.000846752,,0.00538436,0.437579_0.374072,0.545503_0.146776_0.562279_0.331953_0.386151,0.697894_0.0618007,0.0668595,0.00489763,0.00538436_0.000403266_1.43722e-11,0.00598154_0.000651827_0.00395125,0.00538436_0.000257567,0.00301432,,0.00489763_0.00176147,
,0.00090012,0.00318817,,0.00247649,,0.808277,1.0_0.999975_0.919434_1.0,,0.694421_0.352258_0.756506,0.659081_0.131945_0.350059,0.00598154_0.000706744,0.00247649,0.00673225_0.00144756_6.67282e-11,,,0.00153068_0.000604932_2.94752e-10,0.00385878_0.000651827_9.58789e-11_0.011045,0.06142_0.149862,0.175971,0.00726628,0.00538436_0.000651827_2.27739e-10,0.236345_0.093876_3.77982e-08,0.044368_3.90009e-05_0.0217314,,0.00489763_0.000423342,0.00489763_0.00176147,0.00318817_0.000706744_2.94752e-10_0.173892,0.00489763,,0.00489763_0.00176147,0.000728245_0.00144756,0.000537495,0.00259183_0.000651827_1.85438e-10,0.249941,0.391224,0.06142_6.1288e-08_0.0820929,0.06142_6.1288e-08_0.0359979,0.249941,,,0.517293,,0.249941,0.249941_3.90009e-05_0.267409,0.00449308,0.00060536_0.00144756,,0.00673225,0.196505_0.0346517_0.135547,0.00538436_0.000604932,0.0816808,0.0077056,,,0.00538436,,0.00489763,0.0568543,,0.00673225_0.126339,0.00360538,,0.99109,1,1.0_0.999977_0.902054,1.0_0.999986,1.0_0.999948_0.965914,1,,0.00449308_0.000145094,0.00161853_0.000706744_1.85438e-10,,,0.00489763,0.00106891,0.00338373_0.000604932_1.35082e-10_0.0231624,0.00153068,0.353363,0.574935_0.171226_0.698593,0.519338_0.173783_0.350059_0.126165,,0.00385878_0.000706744,,,0.00259183,,,0.631762,0.84374,0.0614725,0.0272999_2.41635e-05,0.00449308,0.00247649,0.00598154,0.00598154_0.000470251,0.00489763_0.0219926,0.0327887,,
0.299366_0.375363_0.299635,,0.00103022,0.018076,0.549037_0.040792_0.316125,0.635081,0.51735_0.711156_0.61022_0.849872,,0.843964,1,0.321774,,,0.00195642_0.00176147_1.44936e-10,,0.00449308,0.00259183_0.000250072,0.00111066_0.000283046,0.00237112,0.134882,0.00161853,0.00598154_0.000706744,0.00538436_0.000706744_0.314217,,0.00385878,0.00902011,0.06142,0.000977211,0.00449308,0.0077056,0.00598154,0.00538436,,0.00489763_0.000651827_1.69652e-10,0.321774_0.0922216,0.0568543_0.167553_0.0711512,0.00598154,0.0077056,0.0816808,0.265934_0.232477_0.361959,0.574935,,0.249941_0.0501453_6.1288e-08,0.06142,0.00673225_0.0417757,0.249941,,,0.00247649_0.000274005,,0.00538436_0.00144756,0.00598154_0.106322,0.00271863,,,,,0.00195642_0.000161293,0.00538436,,0.00902011_0.143409,0.00673225,0.281546,0.891476_0.780364,1,,1,1,0.925841_0.673766,0.321774,0.00489763_0.000651827_2.94752e-10_0.060986,0.00673225,,0.00121472_2.7319e-08,0.00338373_0.00107021,,,0.00161853_0.00144756_2.04438e-10_0.115678,0.0440759,0.765739_0.113955,0.20825,,0.00489763_0.000706744,,,,0.00489763,0.06142,0.00598154_0.478041_6.1288e-08,,0.0734649_0.0631142,0.0668595,0.00598154,,0.00449308,0.00598154,,,0.00538436_0.000706744_1.69652e-10_0.252766,0.0101666
,0.00195642_0.000604932,0.00449308_0.000771955_0.0605188,0.000661095,,,0.657938_0.449334_0.994765,,0.989814,0.659948_0.581855,0.281546,0.0225706,0.00598154,0.00489763_0.00176147,0.00210332_0.000403266_2.04438e-10,0.00103022,,0.00161853,0.00538436_0.00144756,0.06142,0.00195642_0.0495998_6.1288e-08,0.000325552_0.000604932_2.27739e-10,,0.00598154_0.000207826,,,0.0748856_2.10689e-05_0.106667,0.00247649,0.00489763,0.00182893,0.00237112_0.000140398,0.00598154,0.00673225,,0.00598154,0.437579,0.00598154,,0.00271863_0.000445549_2.04438e-10,0.0466639,,0.517293,,0.06142,0.0949845_0.0391377_0.352639,0.251978_0.126339,,0.00538436_0.000850687_9.58789e-11,0.00538436_0.129152,0.00538436,0.0417757_5.45154e-08,0.00673225,0.00338373,0.00318817,,,,0.00101192_0.00176147_6.67282e-11,0.00538436_0.0587769_0.169231,0.353363,0.00902011_0.000564412_3.04966e-11,0.00673225,0.00301432,0.916334,1,,,1,,0.645546_0.106322_2.7319e-08,0.00489763,,,,0.00489763,0.00489763,0.0018905_0.000403266,0.00598154_0.000850687,0.00285872_0.0816808_6.99789e-08,0.517293,0.295423_0.040792,,0.00489763_0.00144756_0.00559005,0.00285872,0.00271863,0.00318817_0.000706744_4.2333e-11,0.00538436,,0.645546_0.146776_0.609157,0.808277,0.489725_0.435369,0.00673225_0.00176147_2.94752e-10,0.0077056_0.000497894,0.00149028_0.000385028,,0.00259183_0.000651827_2.27739e-10_0.040551,0.00489763_0.00144756,0.00902011_0.00176147,0.00449308,0.00271863_0.000771955_2.94752e-10
0.00301432,,0.0668595,0.00673225_0.000445549,,0.631762_0.449334,,1,1,0.57031_0.376317_0.879429,,0.00538436,0.0673153_0.0440759_6.99789e-08_0.0762326_8.0221e-06,0.00161853_0.000771955,0.00385878_0.000651827,0.00673225,0.00673225_0.000102388,0.00538436,0.281546,0.00902011,0.0077056_0.000771955,0.00538436,0.265942_3.11936e-05,0.00598154_0.000706744_2.27739e-10_0.261066,0.00489763_0.000651827_7.71647e-11,0.00538436,0.00538436,0.00489763,0.00153068,0.00489763_0.00144756_4.2333e-11,0.00101192_0.000706744,0.00489763,0.00117985,0.00385878_0.000706744_1.69652e-10,0.00210332_0.000385028_1.85438e-10,0.281546,,0.00538436,0.0296868,0.374533,,0.106322,0.0668595,,,,0.00538436_0.00144756_1.56329e-10,0.00598154,0.00673225,,0.00301432,0.0734649_0.123725,0.129826_0.0734649_6.1288e-08,,0.00673225_4.75938e-10,,0.0367123_1.00745e-12,0.00301432_0.000135999,0.00673225,0.517293,0.321774_7.83468e-06,0.00598154,0.671768_0.555452,0.808277_1.0,1,1,,,1,0.831528,,,0.00149028_0.00144756,0.00902011_0.000604932_1.26477e-10,,0.0417757,,0.00489763_0.000706744_2.56981e-10_0.2088,0.777193,,0.281546,0.00489763_0.00176147,,0.00227448_0.000265529,0.00195642_0.000771955,,0.00318817_0.000706744,0.170371,0.281546_0.246156,0.650876,0.668038_0.0449461_0.0809147,,0.00157337,0.0077056,,0.00235365_1.00745e-12_0.152096_5.21261e-06,0.00538436,0.00598154_0.0245126,0.00161853,0.00385878_9.56482e-05
,0.00247649_0.000706744_1.85438e-10,0.00538436_0.000706744,,,0.576146_0.102856,,1.0_0.999993,1.0_0.759187_0.994255_0.695965,0.872594,0.00673225_0.000193824,0.00489763,0.00360538_0.0816808_6.1288e-08_0.039154,,,0.0017713,,0.00598154_0.000651827_4.2333e-11,0.00598154_0.000771955,,0.00598154,0.281546,,0.00598154,,0.00360538_0.000564412_2.04438e-10_0.038875,0.00538436_0.000771955,0.00673225_0.000292711,0.00489763_0.000418703,0.00489763_0.000339112,0.00489763_0.000771955_5.39416e-11,0.00113279,0.00271863,0.00489763,,,0.00489763,0.0199591,,,0.777193,0.517293_0.0801754,0.249941,0.249941,0.00285872,0.0668595,0.00489763_0.00176147,0.00489763_0.000771955,,0.249941,0.00247649_0.00031419,,,0.00902011,0.00145198_0.00176147_1.69652e-10,0.06142,0.00360538,0.00271863,,0.106322,0.321774,0.00673225_0.000706744,,0.897542_0.881364_0.987632_0.664006_0.999945,1,1.0_0.99999,1.0_0.999973,1,0.884437_0.86959,0.627989_0.305174,0.00489763,,0.0125738,,0.00489763_0.000706744,0.0417757_6.1288e-08,0.00598154_0.000706744,0.00598154,0.000834393_0.000604932_2.27739e-10_0.213798,,0.00673225_0.0568543_0.264765,0.00538436_0.000850687,,,0.00489763_0.000706744,0.00489763_0.000771955,0.00598154,0.0568543,,,0.631762,0.019923_0.0140563_0.118473_1.05869e-05,0.00161853_0.000230015,0.00538436,0.00338373,0.00285872_0.000140398,0.00489763_0.000771955,0.00538436_0.000771955_2.04438e-10_0.0276903,0.104138,0.00285872_0.000445549
,0.00489763,0.0734649,,0.20825,,0.249941,1,,,,0.00489763,,0.0480989_2.10689e-05_0.118473_9.55468e-06_0.000334358,,0.00415136_0.000651827_7.71647e-11,0.00318817,0.00673225,,0.0668595,0.00489763_0.000706744,0.000580897,0.0481525,0.00385878_0.000706744,0.00489763_0.000604932,,0.00489763_0.154911_6.1288e-08,,,,0.00489763_0.000651827,0.0073824_6.1288e-08,0.000347001,0.00157337_0.000651827,0.00598154,0.446379_0.0801754,0.0077056,0.000872613_0.126339_5.45154e-08,0.0423005,0.549037_0.262567,0.736286_0.320157,0.517293,0.0668595,,0.446379,0.0734649,,,0.00538436_0.000651827_2.27739e-10,,0.00673225_0.00144756,0.000631992_0.000706744,0.0668595,0.00598154_0.00144756_2.27739e-10_0.025463,0.00301432,0.00318817_0.000706744_2.56981e-10_0.2088_1.66334e-08,0.00247649_0.000706744_2.04438e-10,0.00489763,,,0.484326_2.25045e-05,0.000279981,0.0238275_4.90894e-08,,1.0_0.999971,1.0_0.999973,1,1.0_0.999978_0.902054_1.0,0.938564_0.719946,0.00338373,0.00449308_0.000100038,,0.00259183,0.00598154_0.000706744,0.00598154,,0.00489763,0.00271863_0.000771955_2.04438e-10_0.2088_2.99058e-08,0.00489763,,0.437579_2.84089e-05_0.0355403,0.00598154_0.000706744_1.44936e-10,0.00538436_3.99099e-05,0.00237112,,0.00449308,0.00247649,,0.517293,,,0.00449308,0.00489763,0.0077056,,0.00538436_0.000202938,0.00673225_0.000771955,,,0.00489763
,0.00247649_0.00144756,0.0016664_0.000564412,0.00598154,0.00538436_0.106322,0.631762_0.0568684,0.940849,0.932203_0.750362_1.0,0.884437_0.656099_0.781676,0.831528,,,,0.0304752,0.00598154_0.000771955_7.71647e-11,0.00301432,,0.00673225,,0.00538436_0.00144756,0.00902011,0.00195642_0.000651827_2.27739e-10_0.148942,0.170876,,0.00489763_0.000497894,0.06142,0.00902011,0.00182893,0.00673225,0.00673225,,,,0.00489763_0.000651827,0.00161853_0.11963,,0.0668595,0.00673225,0.0307827_5.45154e-08,,0.645546_0.264713_0.690047,,0.281546_0.19807_1.0076e-10,,0.0297128_0.153059,0.326561,0.00531634_4.90894e-08,,0.000728245,,0.00247649_0.000651827,,,0.00489763,0.00489763,0.00598154_0.0245126,0.0332525,0.00538436,,0.196505,0.517293_5.27129e-05_0.00928696,0.0016664,,0.989814_1.0_1.0,1,1,1,1,,0.831528_0.302778,,0.00538436,0.00673225,0.00538436_0.000771955,,0.0319674_5.45154e-08,0.00449308_0.000127984,0.00538436,0.00415136,,,0.00489763_0.000771955,0.00106891_0.000651827,0.00598154,0.00111066_0.00144756_4.42384e-11,,0.00538436_0.000706744_1.85438e-10,0.00237112,,0.917305_0.317316,0.517293,0.0421557_0.0247586,0.00489763,0.00489763_0.000706744,0.00489763_0.000564412,0.000944828_0.000706744,0.00237112_0.00107021_2.04438e-10_0.148942,0.0666269_2.25045e-05_0.106667,0.00360538_0.000138163,0.00538436_0.00144756
,0.0007102_0.000470251,,0.00538436,0.391224,,0.441875,1,1,0.573265,0.106322_0.316125,,0.0077056_0.106322_1.22999e-08,0.00338373_0.000445549,0.00538436,0.00338373_0.000771955,0.00673225,,,0.00902011_0.106322_1.44704e-08,0.00271863,,0.104138,0.0422809,0.00115583,0.00385878_0.00176147,0.00673225,0.00285872,0.00115583_0.000706744_1.56329e-10,0.00538436_0.000604932_2.27739e-10,,,0.00385878,0.00301432,0.00111066_0.000706744_2.27739e-10_0.101375,0.391224,,0.00449308_0.0568543,0.0668595,0.517293,0.0922216_0.524931,0.733336,0.281546_0.131945,0.196505_0.0373883_6.1288e-08,,0.249941,0.00271863,0.00598154_0.000706744_2.27739e-10_0.148942,0.00489763_0.00176147_2.04438e-10_0.0126943,0.0268407_3.2771e-08_0.0273206,0.00598154,0.00598154_0.000706744_1.85438e-10,0.00598154,0.00489763_0.00032617,,0.00489763,0.00195642_0.00144756,0.00271863_0.000706744_2.04438e-10,0.00598154,,0.281485_0.103896_1.85438e-10_0.0669291_5.9593e-09,,0.00538436,,1.0_0.999975_0.902054,,1.0_0.999977_0.902054,1,,,0.00318817_0.000604932,0.00538436,,0.00271863_0.000604932_1.85438e-10,,,,0.00489763_0.00176147,,,0.421946,0.00237112_0.000651827_2.56981e-10_0.0303608,0.00489763_0.000651827,0.00538436,0.00598154,0.00385878,0.00538436,0.00538436,0.495455,0.697894_0.374132_0.717773,,0.00538436,,0.00489763_0.00176147,,,,0.00489763,0.00157337,0.00598154
0.00598154,,0.00538436,0.00489763,0.0668595_0.445977,0.671768,0.901564,0.928576,,,0.517293_0.0659559,0.00598154,0.00538436,,0.00673225_0.000706744,0.000309889_0.000497894,,0.00538436_0.00144756,0.00673225,,,0.0346517,0.00301432,0.00489763,0.00538436_0.000445549,0.00538436,0.0319674,0.0668595,,0.000547722,,0.00271863_0.00176147,,0.00120489_0.000651827_2.04438e-10,0.287353,,0.0668595,,0.00360538_0.000706744,,0.694516_0.284898,0.546811_0.0345433_0.40785,0.281546_0.0449461_6.1288e-08,,0.0612284_0.0501453_0.316125,0.00538436_0.000706744_2.27739e-10,,,0.00318817,0.00120489,0.00538436_0.000181603,,,,0.00111066,0.00598154,0.00489763_0.000651827,0.00538436_0.000651827,0.00247649_0.000706744,0.281546,0.129778_0.0816808,,0.718374,,1,1.0_0.999973,1.0_0.999985_0.970123,,,0.84374,,,0.00360538,0.00149028,0.00489763_0.06142,,,0.00360538_0.000470251_2.94752e-10_0.2088_2.68919e-08,0.00259183_0.000651827,0.106322_0.675273,0.106322,0.00489763_0.00176147,,0.00271863,,0.00673225_0.000193824,0.00449308_0.000604932_1.85438e-10,,,,0.583281,0.00538436,0.00598154,0.00902011,0.00598154_0.000529042,0.00489763,0.00598154,0.00489763,,0.00338373
0.286454_0.042046_0.314217,0.00598154,0.00538436_0.000771955,0.00489763,0.00598154,0.517293_0.420829_0.657234_0.153323,,1,,0.63248_0.633071,,0.0077056,,0.0361308_1.87062e-05_0.0208768,,,,0.00489763,0.00538436,0.391224,0.0260147_6.1288e-08,0.0734649_0.135547_0.032799,0.281485,0.0016664,0.0077056,0.00538436_0.00176147,0.00182893,,0.76577,0.00489763,0.00247649_0.00176147_9.14471e-11,0.00149028_0.00123004,0.00598154_0.000604932,0.00538436_0.000385028,,0.21527_0.0345433,0.00301432,0.00598154,0.0828482_3.11936e-05,0.168966_0.0291219_0.0772015,0.360945,0.224504,0.06142_0.199796_0.0313262,0.281546,,,0.00489763_0.00176147_0.00640515,0.0077056_0.000706744_1.85438e-10_0.115678,0.00538436,0.0668595_1.04678e-08,,0.314851_0.095018,,0.00489763,0.00285872_0.000564412_1.85438e-10,0.00538436,,0.00673225_0.000564412,0.06142_5.45154e-08,0.446379_0.381669,0.495455_1.00341e-05,0.00259183_0.00176147,,,,1.0_0.999992,1.0_0.999975_0.943821,1,,0.495455,,,0.00271863_0.00176147_1.0076e-10,,0.00598154_0.0568543,,0.00489763,0.00157337,0.353363,0.574935_0.445311,,0.00538436,,0.00538436_0.00144756_1.85438e-10,,0.00598154_0.000604932_1.85438e-10_0.148942,,0.00598154_0.00176147,0.981866_0.171226_0.556775,,0.374533,0.0307827,,0.00598154_0.000423342,0.000799407_0.000706744,0.00237112,0.00489763_0.06142,0.00449308,0.00489763,
,0.00449308_0.000706744_2.04438e-10_0.115678_2.99058e-08,,0.00538436,0.00598154_0.00144756_0.549161,,,1,,0.674641_0.246156,,,0.00598154_0.000423342,0.00538436,0.00598154_0.00023012,0.00247649_0.000604932,0.00489763,0.00141562_0.000257567,,0.00598154,,,0.0421557,0.00598154,0.00538436,0.06142_4.90894e-08,0.00247649,0.0077056_0.000706744,0.00538436,0.00673225_0.000706744_1.56329e-10,0.00538436_0.000339112,,,,,,,0.00489763,,0.437579_0.146776,,,0.805111,,0.109572_0.093876,0.203619_3.11936e-05_0.0123058_2.38021e-16,0.00157337_0.000706744_2.94752e-10,,0.00489763_0.0982558,,,0.00338373_0.106322_0.149862,0.353363_2.10689e-05,0.00598154,0.00673225,,,0.00489763,,0.576146,0.00902011,0.00385878,0.0734649_0.722222,,,1,1,1,0.988096,0.906464,0.00489763,,,,,,,0.00598154_0.000529042,0.00489763,,,,,,,0.00000850195,0.00598154,0.00489763_0.11129_4.46448e-08_0.0385697_0.0688968,0.437579_0.122823_0.657234,,0.631762,,,,0.00598154_0.000243005,0.00489763,0.00195642_0.000604932,0.00673225,,
0.00673225,0.00338373,0.00489763_0.000706744,0.000668799,0.466882,0.808277_0.172936,0.989814,0.969842,,,0.477335,,0.00385878,0.0153993,0.00538436_0.000651827,0.00237112,0.00489763_0.000706744,0.00237112_0.000470251_2.27739e-10_0.115678,0.00237112_0.000706744_2.27739e-10,0.0018905,,0.00489763,0.0214447,0.00538436_0.00144756_1.69652e-10,,0.0908799,0.06142_6.99789e-08,0.00902011_0.00176147,0.000376328_0.000368385_1.56329e-10,,,0.0260147_5.45154e-08_0.133204,0.00113279,0.00598154_0.000706744,0.00489763_0.106322,,0.000929435,,,0.281546,0.3407_0.376317,,,0.00598154,,0.0734649,0.00134816_0.000368385,,,,0.0947111_0.0197952,,0.0964548,,0.00538436_0.00144756,0.00538436_0.000470251,,,0.00489763_0.0978696,0.437579,0.0668595_5.45154e-08_0.0561635,0.00538436_0.000706744,0.06142,,1.0_0.999986,1.0_0.999971,1,1,0.951339_1.0_0.893205_0.707388,,0.00673225,0.00538436,0.00673225,,0.0693646,0.00538436_0.000706744,0.00489763_0.000771955,,0.321774,0.391224_0.16231_0.435038,,0.00489763_0.000224031,,0.0077056_0.000423342,,0.00338373,0.00598154_0.000651827,,0.138619,,0.0734649,,0.0378619,0.00157337_0.000706744_1.56329e-10_0.173892,0.00360538_0.000771955,0.0016664,,0.0580411_3.11936e-05,0.00285872_0.000604932_0.122005,0.00673225_0.00176147
0.00538436,0.00489763_0.000385028,0.0012869,0.0693646,0.249941,0.495455,,0.884437_1.0,0.897542,0.655169_0.344246,,,0.00415136,0.00598154_0.000445549,,0.0011055_2.04964e-08,0.00538436,0.00237112_0.000230015,,,,,,0.00538436_0.000368385,0.00538436,0.0668595,0.06142_6.1288e-08,0.00247649,0.00171723_0.000445549_2.94752e-10_0.2088,0.00673225_0.000250072,0.00489763,,,0.00598154_0.000706744_2.04438e-10,0.00673225_0.0568543,0.177928_0.0568684,0.00598154,0.00157337_0.154911,,,0.574935,,0.12819_0.0366107_0.125999_0.0359979_0.194254,0.0668595,0.158763_0.0568543_0.218082,0.00902011,,0.00538436,,0.132246,,0.00489763_0.0417757,,,0.00673225_0.000198276,,0.00489763_0.00144756_2.04438e-10_0.0229037,0.00259183,0.00538436,0.645546,,0.00259183,0.00673225_0.274098,,1,1.0_0.999982,,1,0.989814,0.00489763_0.0466639,0.000929435_0.000292711_9.58789e-11,,,,0.00489763_0.000651827_2.94752e-10_0.2088_1.14255e-08,0.00259183,0.00338373_0.000706744,0.00598154,,0.74671_0.375363_0.189969,0.129778_2.61045e-05,0.00489763,0.0016664_0.000257567,0.00237112,0.00673225_0.000604932,0.00538436_0.000706744_1.58913e-11,0.00195642,0.00673225_0.141251,,0.631762,,0.00598154,,0.00489763_6.18317e-05,0.00247649_0.000771955,0.00385878_0.000706744,,,0.00538436,0.00538436
0.00538436_0.000150117,0.00538436_0.000651827_2.27739e-10,0.0816808,0.00247649_0.000706744_0.122005_0.0444466,0.0332525_0.44522_0.256605,,0.892214_0.7729,1.0_0.999986,,,0.00318817,0.00247649_0.000651827,,,,0.00538436,0.00538436,0.00385878_0.00144756_1.82661e-11,0.00598154,0.00271863_0.000771955_2.04438e-10,0.0495998_6.1288e-08,0.0417757,0.172704,0.0417757,,,,,0.00153068_0.000604932_2.27739e-10,,,0.00489763,,0.0077056,,,0.00489763_0.000771955_1.85438e-10,0.06142,0.0209245_3.51057e-08,0.0613305_0.0921869_0.118473_9.55468e-06,,0.725864_0.384867,0.06142,0.0668595_0.0952424,,0.00598154,0.00673225,0.00673225_0.000604932_2.04438e-10,,0.00271863,,0.281546_0.118394,0.00673225,,0.00259183_0.000706744,0.00385878,,,,0.517293_3.90009e-05,0.517293_0.0922216,,0.00171723,,1,1,,1.0_0.999978,,,0.00415136_0.000604932,0.00598154,0.00902011,0.00489763,0.00054256_0.000651827_2.27739e-10_0.138962,0.00489763,0.00227448_0.000651827_1.85438e-10,0.00489763,0.00598154_0.000706744_0.122005,0.441125,0.281485,0.00598154,,0.00598154_0.000706744,,,0.00489763_0.000250072_5.25031e-11,0.00318817_0.00107021,0.202019_0.449334,0.712461,0.0668595,0.00489763_0.000651827,0.00489763_0.000470251,0.00195642_0.000564412,,0.00449308_0.000385028,0.00538436_0.0296868,0.00449308,0.00902011,0.00598154_0.000470251
